seed,update_index,candidate_hash,target_agent_id,question_hash,assigned_to_branch,explicit_context_hit,parent_G,delta_G,parent_repair_distance,delta_repair_distance,parent_vote_correct,delta_vote_correct,target_correct_delta,candidate_passed
48,2,aa1cfad6c96010bd2384b6e40691e0d7daf742bf9ab6d816d3732a2430a24da1,2,dd08d6581b3e3877846a4a99f992a9d9cfc9ff7c67f0036184d3a213c0f97ca1,True,False,2,0,1,0,False,0,0,False
48,2,aa1cfad6c96010bd2384b6e40691e0d7daf742bf9ab6d816d3732a2430a24da1,2,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,True,True,2,1,1,-1,False,1,1,False
48,2,aa1cfad6c96010bd2384b6e40691e0d7daf742bf9ab6d816d3732a2430a24da1,2,fa905aa1108342ffe7464ff085f98ac61050842972cb97610d172f24fc300e52,True,False,2,0,1,0,False,0,0,False
48,3,236d1a7b97d447cb6693f1097e71428e2f484e005c087f8843e1412f6830fc87,4,67bfcd3c5d850af456066a5555aee26dd15058807bb9d1215e6268737cc71928,True,False,2,0,1,0,False,0,0,False
48,3,236d1a7b97d447cb6693f1097e71428e2f484e005c087f8843e1412f6830fc87,4,60e9b58648541ab9b7ca64a19594c6c0f0053b54cc5c1071a0ed5809d05fe835,True,False,2,0,1,0,False,0,0,False
48,3,236d1a7b97d447cb6693f1097e71428e2f484e005c087f8843e1412f6830fc87,4,7819700aae5526ab2b28a4cf452b967bb4d51c4607c803366007933b80312d34,True,False,2,0,1,0,False,0,0,False
48,3,236d1a7b97d447cb6693f1097e71428e2f484e005c087f8843e1412f6830fc87,4,e2ed6ca2a4a75717c23060340ff5cc1e63b1197753437bfb370629f3c83d91f5,True,False,2,0,1,0,False,0,0,False
48,3,236d1a7b97d447cb6693f1097e71428e2f484e005c087f8843e1412f6830fc87,4,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,True,True,2,1,1,-1,False,1,1,False
48,3,236d1a7b97d447cb6693f1097e71428e2f484e005c087f8843e1412f6830fc87,4,55d982ac6e7025a805e7a9ec459148237716daae0c5e6475fcd9b50da7120a0e,True,True,2,0,1,0,False,0,0,False
48,3,236d1a7b97d447cb6693f1097e71428e2f484e005c087f8843e1412f6830fc87,4,fa905aa1108342ffe7464ff085f98ac61050842972cb97610d172f24fc300e52,True,False,2,0,1,0,False,0,0,False
48,3,905acd27c16a88c2aea202d1154be64225438d0dc8583a69ea497b7a97187987,4,67bfcd3c5d850af456066a5555aee26dd15058807bb9d1215e6268737cc71928,True,False,2,0,1,0,False,0,0,False
48,3,905acd27c16a88c2aea202d1154be64225438d0dc8583a69ea497b7a97187987,4,60e9b58648541ab9b7ca64a19594c6c0f0053b54cc5c1071a0ed5809d05fe835,True,False,2,0,1,0,False,0,0,False
48,3,905acd27c16a88c2aea202d1154be64225438d0dc8583a69ea497b7a97187987,4,7819700aae5526ab2b28a4cf452b967bb4d51c4607c803366007933b80312d34,True,False,2,0,1,0,False,0,0,False
48,3,905acd27c16a88c2aea202d1154be64225438d0dc8583a69ea497b7a97187987,4,e2ed6ca2a4a75717c23060340ff5cc1e63b1197753437bfb370629f3c83d91f5,True,False,2,0,1,0,False,0,0,False
48,3,905acd27c16a88c2aea202d1154be64225438d0dc8583a69ea497b7a97187987,4,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,True,True,2,0,1,0,False,0,0,False
48,3,905acd27c16a88c2aea202d1154be64225438d0dc8583a69ea497b7a97187987,4,55d982ac6e7025a805e7a9ec459148237716daae0c5e6475fcd9b50da7120a0e,True,True,2,0,1,0,False,0,0,False
48,3,905acd27c16a88c2aea202d1154be64225438d0dc8583a69ea497b7a97187987,4,fa905aa1108342ffe7464ff085f98ac61050842972cb97610d172f24fc300e52,True,False,2,0,1,0,False,0,0,False
48,3,589332055c8ef76ae543854c852e8d64a99c3dc785739bc60e01198cb163d2b6,1,91e780478a119714a4cdd8bb4ecf8b91c54899826c61e98181f2081654aa45d0,True,False,0,0,3,0,False,0,0,False
48,3,589332055c8ef76ae543854c852e8d64a99c3dc785739bc60e01198cb163d2b6,1,b4c58570f88ebeac42bb65e3da67debef37c1945f0544b421513dc3721a96da7,True,False,0,0,3,0,False,0,0,False
48,3,589332055c8ef76ae543854c852e8d64a99c3dc785739bc60e01198cb163d2b6,1,e39c7bfc2d60a8ac6ae2571f14cc7b9c6092369df29244754b49bd6b186692b6,True,False,0,0,3,0,False,0,0,False
48,3,589332055c8ef76ae543854c852e8d64a99c3dc785739bc60e01198cb163d2b6,1,c68b63186b95718140cb1dd3286d906e8b02b54173c26260c15c1ae8cad5eeb4,True,False,0,0,3,0,False,0,0,False
48,3,589332055c8ef76ae543854c852e8d64a99c3dc785739bc60e01198cb163d2b6,1,8fbb9d3e55f5f596dcea484db6598491f03cf5e98f9e8e1081ac333d81df577e,True,False,0,0,3,0,False,0,0,False
48,3,589332055c8ef76ae543854c852e8d64a99c3dc785739bc60e01198cb163d2b6,1,0e50c25afc8f7c5b8cfc77284464df0440b2d65542881bbae652c8975cfb5894,True,True,0,0,3,0,False,0,0,False
48,3,589332055c8ef76ae543854c852e8d64a99c3dc785739bc60e01198cb163d2b6,1,a25893dde99448f79531912c0dc8e1fa1c208680d9854f351577121d4b5f534f,True,False,0,0,3,0,False,0,0,False
48,3,589332055c8ef76ae543854c852e8d64a99c3dc785739bc60e01198cb163d2b6,1,b8cfcb730599812475ee246e4e5dd857c79331bdf3202761aa7a4acf893be2b5,True,False,0,0,3,0,False,0,0,False
48,3,589332055c8ef76ae543854c852e8d64a99c3dc785739bc60e01198cb163d2b6,1,99dc366eb8624ce1db6deaa5dbadbfd32a86d773d9fd7ceb3549895a41307717,True,False,0,0,3,0,False,0,0,False
48,3,589332055c8ef76ae543854c852e8d64a99c3dc785739bc60e01198cb163d2b6,1,aaf47cda56f320e00a893f109d8bef05f81bef88e0646a2dfedc05620fb89ba8,True,False,0,0,3,0,False,0,0,False
48,3,589332055c8ef76ae543854c852e8d64a99c3dc785739bc60e01198cb163d2b6,1,ee1dcfbd373795a127fcb34436ef1934060be722821a8c054a9d77d723e91210,True,False,0,0,3,0,False,0,0,False
48,3,589332055c8ef76ae543854c852e8d64a99c3dc785739bc60e01198cb163d2b6,1,790db948bdc0cf00e68ec747f91f0d67c6c598065d7a536119e844ed87c3b76d,True,True,0,0,3,0,False,0,0,False
48,3,7ec4ddc922126c96e6821e09db633d1a85b6ae7056244d64fb2fb0e253d0c14c,1,91e780478a119714a4cdd8bb4ecf8b91c54899826c61e98181f2081654aa45d0,True,False,0,0,3,0,False,0,0,False
48,3,7ec4ddc922126c96e6821e09db633d1a85b6ae7056244d64fb2fb0e253d0c14c,1,b4c58570f88ebeac42bb65e3da67debef37c1945f0544b421513dc3721a96da7,True,False,0,0,3,0,False,0,0,False
48,3,7ec4ddc922126c96e6821e09db633d1a85b6ae7056244d64fb2fb0e253d0c14c,1,e39c7bfc2d60a8ac6ae2571f14cc7b9c6092369df29244754b49bd6b186692b6,True,False,0,0,3,0,False,0,0,False
48,3,7ec4ddc922126c96e6821e09db633d1a85b6ae7056244d64fb2fb0e253d0c14c,1,c68b63186b95718140cb1dd3286d906e8b02b54173c26260c15c1ae8cad5eeb4,True,False,0,0,3,0,False,0,0,False
48,3,7ec4ddc922126c96e6821e09db633d1a85b6ae7056244d64fb2fb0e253d0c14c,1,8fbb9d3e55f5f596dcea484db6598491f03cf5e98f9e8e1081ac333d81df577e,True,False,0,0,3,0,False,0,0,False
48,3,7ec4ddc922126c96e6821e09db633d1a85b6ae7056244d64fb2fb0e253d0c14c,1,0e50c25afc8f7c5b8cfc77284464df0440b2d65542881bbae652c8975cfb5894,True,True,0,0,3,0,False,0,0,False
48,3,7ec4ddc922126c96e6821e09db633d1a85b6ae7056244d64fb2fb0e253d0c14c,1,a25893dde99448f79531912c0dc8e1fa1c208680d9854f351577121d4b5f534f,True,False,0,0,3,0,False,0,0,False
48,3,7ec4ddc922126c96e6821e09db633d1a85b6ae7056244d64fb2fb0e253d0c14c,1,b8cfcb730599812475ee246e4e5dd857c79331bdf3202761aa7a4acf893be2b5,True,False,0,0,3,0,False,0,0,False
48,3,7ec4ddc922126c96e6821e09db633d1a85b6ae7056244d64fb2fb0e253d0c14c,1,99dc366eb8624ce1db6deaa5dbadbfd32a86d773d9fd7ceb3549895a41307717,True,False,0,0,3,0,False,0,0,False
48,3,7ec4ddc922126c96e6821e09db633d1a85b6ae7056244d64fb2fb0e253d0c14c,1,aaf47cda56f320e00a893f109d8bef05f81bef88e0646a2dfedc05620fb89ba8,True,False,0,0,3,0,False,0,0,False
48,3,7ec4ddc922126c96e6821e09db633d1a85b6ae7056244d64fb2fb0e253d0c14c,1,ee1dcfbd373795a127fcb34436ef1934060be722821a8c054a9d77d723e91210,True,False,0,0,3,0,False,0,0,False
48,3,7ec4ddc922126c96e6821e09db633d1a85b6ae7056244d64fb2fb0e253d0c14c,1,790db948bdc0cf00e68ec747f91f0d67c6c598065d7a536119e844ed87c3b76d,True,True,0,0,3,0,False,0,0,False
48,4,06966f9f0292afa8c5c1447079df7ff7c9b45b147c88a7dad009957e5b35fa97,4,67bfcd3c5d850af456066a5555aee26dd15058807bb9d1215e6268737cc71928,True,False,2,0,1,0,False,0,0,False
48,4,06966f9f0292afa8c5c1447079df7ff7c9b45b147c88a7dad009957e5b35fa97,4,60e9b58648541ab9b7ca64a19594c6c0f0053b54cc5c1071a0ed5809d05fe835,True,False,2,0,1,0,False,0,0,False
48,4,06966f9f0292afa8c5c1447079df7ff7c9b45b147c88a7dad009957e5b35fa97,4,7819700aae5526ab2b28a4cf452b967bb4d51c4607c803366007933b80312d34,True,False,2,0,1,0,False,0,0,False
48,4,06966f9f0292afa8c5c1447079df7ff7c9b45b147c88a7dad009957e5b35fa97,4,e2ed6ca2a4a75717c23060340ff5cc1e63b1197753437bfb370629f3c83d91f5,True,False,2,0,1,0,False,0,0,False
48,4,06966f9f0292afa8c5c1447079df7ff7c9b45b147c88a7dad009957e5b35fa97,4,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,True,True,2,0,1,0,False,0,0,False
48,4,06966f9f0292afa8c5c1447079df7ff7c9b45b147c88a7dad009957e5b35fa97,4,55d982ac6e7025a805e7a9ec459148237716daae0c5e6475fcd9b50da7120a0e,True,True,2,0,1,0,False,0,0,False
48,4,06966f9f0292afa8c5c1447079df7ff7c9b45b147c88a7dad009957e5b35fa97,4,fa905aa1108342ffe7464ff085f98ac61050842972cb97610d172f24fc300e52,True,False,2,0,1,0,False,0,0,False
48,4,502d9dc58f45912be57a0b4e51a727147e852ca772b7647bf59a03d51df013ab,4,67bfcd3c5d850af456066a5555aee26dd15058807bb9d1215e6268737cc71928,True,False,2,0,1,0,False,0,0,True
48,4,502d9dc58f45912be57a0b4e51a727147e852ca772b7647bf59a03d51df013ab,4,60e9b58648541ab9b7ca64a19594c6c0f0053b54cc5c1071a0ed5809d05fe835,True,False,2,0,1,0,False,0,0,True
48,4,502d9dc58f45912be57a0b4e51a727147e852ca772b7647bf59a03d51df013ab,4,7819700aae5526ab2b28a4cf452b967bb4d51c4607c803366007933b80312d34,True,False,2,0,1,0,False,0,0,True
48,4,502d9dc58f45912be57a0b4e51a727147e852ca772b7647bf59a03d51df013ab,4,e2ed6ca2a4a75717c23060340ff5cc1e63b1197753437bfb370629f3c83d91f5,True,False,2,0,1,0,False,0,0,True
48,4,502d9dc58f45912be57a0b4e51a727147e852ca772b7647bf59a03d51df013ab,4,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,True,True,2,1,1,-1,False,1,1,True
48,4,502d9dc58f45912be57a0b4e51a727147e852ca772b7647bf59a03d51df013ab,4,55d982ac6e7025a805e7a9ec459148237716daae0c5e6475fcd9b50da7120a0e,True,True,2,0,1,0,False,0,0,True
48,4,502d9dc58f45912be57a0b4e51a727147e852ca772b7647bf59a03d51df013ab,4,fa905aa1108342ffe7464ff085f98ac61050842972cb97610d172f24fc300e52,True,False,2,1,1,-1,False,1,1,True
48,5,73773bb7371b0c5c1dbc13b394ff3716d671ee2f0860812ed5cc439d17dedd51,4,67bfcd3c5d850af456066a5555aee26dd15058807bb9d1215e6268737cc71928,True,False,2,0,1,0,False,0,0,False
48,5,73773bb7371b0c5c1dbc13b394ff3716d671ee2f0860812ed5cc439d17dedd51,4,60e9b58648541ab9b7ca64a19594c6c0f0053b54cc5c1071a0ed5809d05fe835,True,True,2,0,1,0,False,0,0,False
48,5,73773bb7371b0c5c1dbc13b394ff3716d671ee2f0860812ed5cc439d17dedd51,4,7819700aae5526ab2b28a4cf452b967bb4d51c4607c803366007933b80312d34,True,False,2,0,1,0,False,0,0,False
48,5,73773bb7371b0c5c1dbc13b394ff3716d671ee2f0860812ed5cc439d17dedd51,4,f039c420e78404ff03ff216d25a34e192a50a9d8e927d289cc65655d4b003dbb,True,False,2,1,1,-1,False,1,1,False
48,5,73773bb7371b0c5c1dbc13b394ff3716d671ee2f0860812ed5cc439d17dedd51,4,e2ed6ca2a4a75717c23060340ff5cc1e63b1197753437bfb370629f3c83d91f5,True,False,2,0,1,0,False,0,0,False
48,5,73773bb7371b0c5c1dbc13b394ff3716d671ee2f0860812ed5cc439d17dedd51,4,55d982ac6e7025a805e7a9ec459148237716daae0c5e6475fcd9b50da7120a0e,True,True,2,0,1,0,False,0,0,False
