setting,update,agent,actionable,actual_selected,actual_branch_outcome,actual_committed,persistent_attempt,persistent_feasible,persistent_normal_failure,persistent_consecutive_failure,last_feasible_update,B_i,state_failure,rho_state,normalized_wait,R0_score,R0_rank,R1_score,R1_rank,R2_score,R2_rank,R3_score,R3_rank,beta_realizability,consecutive_discount,floored_realizability,R0_selected,W1_score,W1_rank,W1_selected,W2_score,W2_rank,W2_selected,W3_score,W3_rank,W3_selected
S1,2,1,True,False,NOT_SELECTED,False,2,2,0,0,1,0.24,0,1.0,0.0,0.24,5,0.18,4,0.24,4,0.195,5,0.75,1.0,0.8125,False,0.24,5,False,0.18,4,False,0.24,4,False
S1,2,2,True,True,NORMAL_FAILURE,False,1,0,1,1,,0.5,0,1.0,0.5,0.525,1,0.19166666666666665,3,0.275,3,0.275,3,0.3333333333333333,0.5,0.5,True,0.525,1,True,0.19166666666666665,3,False,0.275,3,False
S1,2,3,True,False,NOT_SELECTED,False,1,0,1,1,,0.44,0,1.0,0.0,0.44,4,0.14666666666666667,5,0.22,5,0.22,4,0.3333333333333333,0.5,0.5,False,0.44,4,False,0.14666666666666667,5,False,0.22,5,False
S1,2,4,True,False,NOT_SELECTED,False,0,0,0,0,,0.44,0,1.0,1.0,0.49,3,0.27,2,0.49,2,0.325,2,0.5,1.0,0.625,False,0.49,3,False,0.27,2,True,0.49,2,True
S1,3,0,True,False,NOT_SELECTED,False,1,0,1,1,,0.44,1,0.5,0.0,0.22,5,0.07333333333333333,4,0.11,4,0.11,4,0.3333333333333333,0.5,0.5,False,0.22,5,False,0.07333333333333333,4,False,0.11,4,False
S1,3,1,True,False,NOT_SELECTED,False,2,2,0,0,1,0.24,0,1.0,0.3333333333333333,0.25666666666666665,3,0.19666666666666666,2,0.25666666666666665,2,0.21166666666666667,3,0.75,1.0,0.8125,False,0.25666666666666665,3,False,0.19666666666666666,2,True,0.25666666666666665,2,True
S1,3,2,True,False,NOT_SELECTED,False,2,0,2,2,,0.5,1,0.5,0.0,0.25,4,0.0625,5,0.08333333333333333,5,0.109375,5,0.25,0.3333333333333333,0.4375,False,0.25,4,False,0.0625,5,False,0.08333333333333333,5,False
S1,3,3,True,True,NORMAL_FAILURE,False,1,0,1,1,,0.44,0,1.0,0.3333333333333333,0.45666666666666667,2,0.16333333333333333,3,0.23666666666666666,3,0.23666666666666666,2,0.3333333333333333,0.5,0.5,True,0.45666666666666667,2,True,0.16333333333333333,3,False,0.23666666666666666,3,False
S1,3,4,True,True,NORMAL_FAILURE,False,0,0,0,0,,0.44,0,1.0,1.0,0.49,1,0.27,1,0.49,1,0.325,1,0.5,1.0,0.625,True,0.49,1,True,0.27,1,True,0.49,1,True
S1,4,0,True,False,NOT_SELECTED,False,1,0,1,1,,0.44,1,0.5,0.5,0.245,3,0.09833333333333333,2,0.135,2,0.135,2,0.3333333333333333,0.5,0.5,False,0.2325,3,False,0.08583333333333333,2,True,0.1225,2,True
S1,4,1,True,True,FEASIBLE,True,2,2,0,0,1,0.24,0,1.0,1.0,0.29,1,0.22999999999999998,1,0.29,1,0.245,1,0.75,1.0,0.8125,True,0.29,1,True,0.22999999999999998,1,True,0.29,1,True
S1,4,2,True,True,NORMAL_FAILURE,False,2,0,2,2,,0.5,1,0.5,0.5,0.275,2,0.0875,3,0.10833333333333334,4,0.134375,3,0.25,0.3333333333333333,0.4375,True,0.2625,2,True,0.075,3,False,0.09583333333333333,4,False
S1,4,3,True,False,NOT_SELECTED,False,2,0,2,2,,0.44,1,0.5,0.0,0.22,4,0.055,5,0.07333333333333333,5,0.09625,5,0.25,0.3333333333333333,0.4375,False,0.22,4,False,0.055,5,False,0.07333333333333333,5,False
S1,4,4,True,False,NOT_SELECTED,False,1,0,1,1,,0.44,1,0.5,0.0,0.22,5,0.07333333333333333,4,0.11,3,0.11,4,0.3333333333333333,0.5,0.5,False,0.22,5,False,0.07333333333333333,4,False,0.11,3,False
S1,5,0,True,True,OPERATIONAL_FAILURE,False,1,0,1,1,,0.35,0,1.0,1.0,0.39999999999999997,1,0.16666666666666666,2,0.22499999999999998,2,0.22499999999999998,2,0.3333333333333333,0.5,0.5,True,0.39999999999999997,1,True,0.16666666666666666,2,True,0.22499999999999998,2,True
S1,5,1,True,False,NOT_SELECTED,False,3,3,0,0,4,0.3,0,1.0,0.0,0.3,5,0.24,1,0.3,1,0.255,1,0.8,1.0,0.8500000000000001,False,0.3,5,False,0.24,1,True,0.3,1,True
S1,5,2,True,False,NOT_SELECTED,False,3,0,3,3,,0.35,0,1.0,0.0,0.35,4,0.06999999999999999,5,0.0875,5,0.13999999999999999,5,0.2,0.25,0.4,False,0.35,4,False,0.06999999999999999,5,False,0.0875,5,False
S1,5,3,True,True,FEASIBLE,True,2,0,2,2,,0.35,0,1.0,0.5,0.375,2,0.11249999999999999,4,0.14166666666666666,4,0.17812499999999998,4,0.25,0.3333333333333333,0.4375,True,0.375,2,True,0.11249999999999999,4,False,0.14166666666666666,4,False
S1,5,4,True,False,NOT_SELECTED,False,1,0,1,1,,0.35,0,1.0,0.5,0.375,3,0.14166666666666666,3,0.19999999999999998,3,0.19999999999999998,3,0.3333333333333333,0.5,0.5,False,0.375,3,False,0.14166666666666666,3,False,0.19999999999999998,3,False
S1,6,0,True,False,NOT_SELECTED,False,1,0,1,1,,0.7,0,1.0,0.0,0.7,3,0.2333333333333333,2,0.35,3,0.35,2,0.3333333333333333,0.5,0.5,False,0.7,3,False,0.2333333333333333,2,True,0.35,3,False
S1,6,1,True,False,NOT_SELECTED,False,3,3,0,0,4,0.21428571428571427,0,1.0,0.5,0.23928571428571427,5,0.19642857142857142,3,0.23928571428571427,4,0.20714285714285716,5,0.8,1.0,0.8500000000000001,False,0.23928571428571427,5,False,0.19642857142857142,3,False,0.23928571428571427,4,False
S1,6,2,True,True,NORMAL_FAILURE,False,3,0,3,3,,0.7,0,1.0,0.5,0.725,2,0.16499999999999998,5,0.19999999999999998,5,0.305,3,0.2,0.25,0.4,True,0.725,2,True,0.16499999999999998,5,False,0.19999999999999998,5,False
S1,6,3,True,False,NOT_SELECTED,False,3,1,2,0,5,0.46,0,1.0,0.0,0.46,4,0.18400000000000002,4,0.46,1,0.25300000000000006,4,0.4,1.0,0.55,False,0.46,4,False,0.18400000000000002,4,False,0.46,1,True
S1,6,4,True,True,NORMAL_FAILURE,False,1,0,1,1,,0.7,0,1.0,1.0,0.75,1,0.2833333333333333,1,0.39999999999999997,2,0.39999999999999997,1,0.3333333333333333,0.5,0.5,True,0.75,1,True,0.2833333333333333,1,True,0.39999999999999997,2,True
S1,7,0,True,True,FEASIBLE,True,1,0,1,1,,0.7,0,1.0,0.5,0.725,1,0.2583333333333333,1,0.375,2,0.375,1,0.3333333333333333,0.5,0.5,True,0.725,1,True,0.2583333333333333,1,True,0.375,2,True
S1,7,1,True,False,NOT_SELECTED,False,3,3,0,0,4,0.21428571428571427,0,1.0,1.0,0.2642857142857143,5,0.22142857142857142,2,0.2642857142857143,3,0.23214285714285715,3,0.8,1.0,0.8500000000000001,False,0.2642857142857143,5,False,0.22142857142857142,2,True,0.2642857142857143,3,False
S1,7,2,True,False,NOT_SELECTED,False,4,0,4,4,,0.7,1,0.5,0.0,0.35,3,0.05833333333333333,5,0.06999999999999999,5,0.13124999999999998,5,0.16666666666666666,0.2,0.375,False,0.35,3,False,0.05833333333333333,5,False,0.06999999999999999,5,False
S1,7,3,True,True,NORMAL_FAILURE,False,3,1,2,0,5,0.46,0,1.0,0.5,0.48500000000000004,2,0.20900000000000002,3,0.48500000000000004,1,0.2780000000000001,2,0.4,1.0,0.55,True,0.48500000000000004,2,True,0.20900000000000002,3,False,0.48500000000000004,1,True
S1,7,4,True,False,NOT_SELECTED,False,2,0,2,2,,0.7,1,0.5,0.0,0.35,4,0.0875,4,0.11666666666666665,4,0.15312499999999998,4,0.25,0.3333333333333333,0.4375,False,0.35,4,False,0.0875,4,False,0.11666666666666665,4,False
S1,8,0,True,True,NORMAL_FAILURE,False,2,1,1,0,7,0.7,0,1.0,0.0,0.7,1,0.35,1,0.7,1,0.4375,1,0.5,1.0,0.625,True,0.7,1,True,0.35,1,True,0.7,1,True
S1,8,1,True,False,NOT_SELECTED,False,3,3,0,0,4,0.25,0,1.0,1.0,0.3,5,0.25,2,0.3,2,0.2625,2,0.8,1.0,0.8500000000000001,False,0.3,5,False,0.25,2,True,0.3,2,True
S1,8,2,True,True,NORMAL_FAILURE,False,4,0,4,4,,0.45,0,1.0,0.3333333333333333,0.4666666666666667,2,0.09166666666666666,5,0.10666666666666667,5,0.18541666666666667,4,0.16666666666666666,0.2,0.375,True,0.4666666666666667,2,True,0.09166666666666666,5,False,0.10666666666666667,5,False
S1,8,3,True,False,NOT_SELECTED,False,4,1,3,1,5,0.46,0,1.0,0.0,0.46,3,0.15333333333333332,3,0.23,3,0.23,3,0.3333333333333333,0.5,0.5,False,0.46,3,False,0.15333333333333332,3,False,0.23,3,False
S1,8,4,True,False,NOT_SELECTED,False,2,0,2,2,,0.325,0,1.0,0.3333333333333333,0.3416666666666667,4,0.09791666666666667,4,0.125,4,0.15885416666666666,5,0.25,0.3333333333333333,0.4375,False,0.3416666666666667,4,False,0.09791666666666667,4,False,0.125,4,False
S1,9,0,True,False,NOT_SELECTED,False,3,1,2,1,7,0.7,1,0.5,0.0,0.35,3,0.13999999999999999,3,0.175,3,0.1925,3,0.4,0.5,0.55,False,0.35,3,False,0.13999999999999999,3,False,0.175,3,False
S1,9,1,True,False,NOT_SELECTED,False,3,3,0,0,4,0.25,0,1.0,1.0,0.3,4,0.25,1,0.3,1,0.2625,1,0.8,1.0,0.8500000000000001,False,0.3,4,False,0.25,1,True,0.3,1,True
S1,9,2,True,False,NOT_SELECTED,False,5,0,5,5,,0.45,1,0.5,0.0,0.225,5,0.03214285714285714,5,0.0375,5,0.08035714285714286,5,0.14285714285714285,0.16666666666666666,0.35714285714285715,False,0.225,5,False,0.03214285714285714,5,False,0.0375,5,False
S1,9,3,True,True,NORMAL_FAILURE,False,4,1,3,1,5,0.46,0,1.0,0.25,0.47250000000000003,1,0.16583333333333333,2,0.24250000000000002,2,0.24250000000000002,2,0.3333333333333333,0.5,0.5,True,0.47250000000000003,1,True,0.16583333333333333,2,True,0.24250000000000002,2,True
S1,9,4,True,True,OPERATIONAL_FAILURE,False,2,0,2,2,,0.325,0,1.0,0.5,0.35000000000000003,2,0.10625000000000001,4,0.13333333333333333,4,0.1671875,4,0.25,0.3333333333333333,0.4375,True,0.35000000000000003,2,True,0.10625000000000001,4,False,0.13333333333333333,4,False
S1,10,0,True,True,NORMAL_FAILURE,False,3,1,2,1,7,0.7,1,0.5,0.2,0.36,1,0.15,2,0.185,2,0.2025,2,0.4,0.5,0.55,True,0.355,1,True,0.145,2,True,0.18,2,True
S1,10,1,True,False,NOT_SELECTED,False,3,3,0,0,4,0.25,0,1.0,1.0,0.3,3,0.25,1,0.3,1,0.2625,1,0.8,1.0,0.8500000000000001,False,0.3,3,False,0.25,1,True,0.3,1,True
S1,10,2,True,False,NOT_SELECTED,False,5,0,5,5,,0.45,1,0.5,0.2,0.23500000000000001,4,0.04214285714285714,5,0.0475,5,0.09035714285714286,5,0.14285714285714285,0.16666666666666666,0.35714285714285715,False,0.23,5,False,0.037142857142857144,5,False,0.042499999999999996,5,False
S1,10,3,True,False,NOT_SELECTED,False,5,1,4,2,5,0.46,1,0.5,0.0,0.23,5,0.06571428571428571,4,0.07666666666666666,4,0.10678571428571429,4,0.2857142857142857,0.3333333333333333,0.4642857142857143,False,0.23,4,False,0.06571428571428571,4,False,0.07666666666666666,4,False
S1,10,4,True,True,NORMAL_FAILURE,False,2,0,2,2,,0.325,0,1.0,0.0,0.325,2,0.08125,3,0.10833333333333334,3,0.1421875,3,0.25,0.3333333333333333,0.4375,True,0.325,2,True,0.08125,3,False,0.10833333333333334,3,False
S1,11,0,True,False,NOT_SELECTED,False,4,1,3,2,7,0.7,2,0.3333333333333333,0.0,0.2333333333333333,4,0.07777777777777777,2,0.07777777777777777,3,0.11666666666666665,2,0.3333333333333333,0.3333333333333333,0.5,False,0.2333333333333333,4,False,0.07777777777777777,2,True,0.07777777777777777,3,False
S1,11,1,True,True,NORMAL_FAILURE,False,3,3,0,0,4,0.25,0,1.0,1.0,0.3,1,0.25,1,0.3,1,0.2625,1,0.8,1.0,0.8500000000000001,True,0.3,1,True,0.25,1,True,0.3,1,True
S1,11,2,True,True,NORMAL_FAILURE,False,5,0,5,5,,0.45,1,0.5,0.3333333333333333,0.24166666666666667,2,0.0488095238095238,4,0.05416666666666667,4,0.09702380952380953,4,0.14285714285714285,0.16666666666666666,0.35714285714285715,True,0.23333333333333334,3,False,0.04047619047619047,4,False,0.04583333333333333,4,False
S1,11,3,True,False,NOT_SELECTED,False,5,1,4,2,5,0.46,1,0.5,0.16666666666666666,0.23833333333333334,3,0.07404761904761904,3,0.08499999999999999,2,0.11511904761904762,3,0.2857142857142857,0.3333333333333333,0.4642857142857143,False,0.2341666666666667,2,True,0.06988095238095238,3,False,0.08083333333333333,2,True
S1,11,4,True,False,NOT_SELECTED,False,3,0,3,3,,0.325,1,0.5,0.0,0.1625,5,0.0325,5,0.040625,5,0.065,5,0.2,0.25,0.4,False,0.1625,5,False,0.0325,5,False,0.040625,5,False
S1,12,0,True,True,NORMAL_FAILURE,False,4,1,3,2,7,0.7,2,0.3333333333333333,0.5,0.2583333333333333,2,0.10277777777777777,2,0.10277777777777777,2,0.14166666666666666,2,0.3333333333333333,0.3333333333333333,0.5,True,0.24166666666666664,2,True,0.0861111111111111,2,True,0.0861111111111111,2,True
S1,12,1,True,False,NOT_SELECTED,False,4,3,1,1,4,0.25,1,0.5,0.0,0.125,5,0.08333333333333333,3,0.0625,4,0.09375,3,0.6666666666666666,0.5,0.75,False,0.125,5,False,0.08333333333333333,3,False,0.0625,3,False
S1,12,2,True,False,NOT_SELECTED,False,6,0,6,6,,0.45,2,0.3333333333333333,0.0,0.15,4,0.01875,5,0.021428571428571425,5,0.0515625,5,0.125,0.14285714285714285,0.34375,False,0.15,4,False,0.01875,5,False,0.021428571428571425,5,False
S1,12,3,True,True,NORMAL_FAILURE,False,5,1,4,2,5,0.46,1,0.5,1.0,0.28,1,0.11571428571428571,1,0.12666666666666665,1,0.1567857142857143,1,0.2857142857142857,0.3333333333333333,0.4642857142857143,True,0.255,1,True,0.09071428571428572,1,True,0.10166666666666666,1,True
S1,12,4,True,False,NOT_SELECTED,False,3,0,3,3,,0.325,1,0.5,0.5,0.1875,3,0.0575,4,0.065625,3,0.09,4,0.2,0.25,0.4,False,0.17500000000000002,3,False,0.045,4,False,0.053125000000000006,4,False
S1,13,0,True,True,NORMAL_FAILURE,False,5,1,4,3,7,0.7,3,0.25,0.0,0.175,2,0.049999999999999996,3,0.04375,4,0.08125,3,0.2857142857142857,0.25,0.4642857142857143,True,0.175,2,True,0.049999999999999996,3,False,0.04375,3,False
S1,13,1,True,False,NOT_SELECTED,False,4,3,1,1,4,0.25,1,0.5,0.5,0.15,5,0.10833333333333334,1,0.0875,2,0.11875,1,0.6666666666666666,0.5,0.75,False,0.1375,5,False,0.09583333333333333,1,True,0.075,1,True
S1,13,2,True,False,NOT_SELECTED,False,6,0,6,6,,0.45,2,0.3333333333333333,0.5,0.175,3,0.04375,4,0.04642857142857143,3,0.0765625,4,0.125,0.14285714285714285,0.34375,False,0.15833333333333333,3,False,0.027083333333333334,5,False,0.029761904761904757,5,False
S1,13,3,True,False,NOT_SELECTED,False,6,1,5,3,5,0.46,2,0.3333333333333333,0.0,0.15333333333333332,4,0.03833333333333333,5,0.03833333333333333,5,0.06708333333333333,5,0.25,0.25,0.4375,False,0.15333333333333332,4,False,0.03833333333333333,4,False,0.03833333333333333,4,False
S1,13,4,True,True,NORMAL_FAILURE,False,3,0,3,3,,0.325,1,0.5,1.0,0.21250000000000002,1,0.0825,2,0.09062500000000001,1,0.115,2,0.2,0.25,0.4,True,0.1875,1,True,0.0575,2,True,0.065625,2,True
S1,14,0,True,False,NOT_SELECTED,False,6,1,5,4,7,0.7,4,0.2,0.0,0.13999999999999999,4,0.034999999999999996,4,0.027999999999999997,4,0.06124999999999999,4,0.25,0.2,0.4375,False,0.13999999999999999,4,False,0.034999999999999996,4,False,0.027999999999999997,4,False
S1,14,1,True,False,NOT_SELECTED,False,4,3,1,1,4,0.25,1,0.5,1.0,0.175,3,0.13333333333333333,1,0.1125,1,0.14375,1,0.6666666666666666,0.5,0.75,False,0.15,3,False,0.10833333333333334,1,True,0.0875,1,True
S1,14,2,True,True,NORMAL_FAILURE,False,6,0,6,6,,0.45,2,0.3333333333333333,1.0,0.2,1,0.06875,2,0.07142857142857142,2,0.1015625,2,0.125,0.14285714285714285,0.34375,True,0.16666666666666666,1,True,0.035416666666666666,3,False,0.03809523809523809,3,False
S1,14,3,True,True,FEASIBLE,True,6,1,5,3,5,0.46,2,0.3333333333333333,0.5,0.17833333333333332,2,0.06333333333333332,3,0.06333333333333332,3,0.09208333333333332,3,0.25,0.25,0.4375,True,0.16166666666666668,2,True,0.04666666666666667,2,True,0.04666666666666667,2,True
S1,14,4,True,False,NOT_SELECTED,False,4,0,4,4,,0.325,2,0.3333333333333333,0.0,0.10833333333333334,5,0.018055555555555554,5,0.021666666666666667,5,0.040625,5,0.16666666666666666,0.2,0.375,False,0.10833333333333334,5,False,0.018055555555555554,5,False,0.021666666666666667,5,False
S1,15,0,True,True,NORMAL_FAILURE,False,6,1,5,4,7,0.7,0,1.0,0.3333333333333333,0.7166666666666667,1,0.19166666666666665,1,0.15666666666666665,2,0.32291666666666663,1,0.25,0.2,0.4375,True,0.7166666666666667,1,True,0.19166666666666665,1,True,0.15666666666666665,2,True
S1,15,1,True,False,NOT_SELECTED,False,4,3,1,1,4,0.1875,0,1.0,1.0,0.2375,5,0.175,2,0.14375,3,0.190625,3,0.6666666666666666,0.5,0.75,False,0.2375,5,False,0.175,2,True,0.14375,3,False
S1,15,2,True,False,NOT_SELECTED,False,7,0,7,7,,0.23750000000000002,0,1.0,0.0,0.23750000000000002,4,0.02638888888888889,5,0.029687500000000002,5,0.07916666666666666,5,0.1111111111111111,0.125,0.3333333333333333,False,0.23750000000000002,4,False,0.02638888888888889,5,False,0.029687500000000002,5,False
S1,15,3,True,True,NORMAL_FAILURE,False,7,2,5,0,14,0.42,0,1.0,0.0,0.42,2,0.13999999999999999,3,0.42,1,0.21,2,0.3333333333333333,1.0,0.5,True,0.42,2,True,0.13999999999999999,3,False,0.42,1,True
S1,15,4,True,False,NOT_SELECTED,False,4,0,4,4,,0.325,0,1.0,0.3333333333333333,0.3416666666666667,3,0.07083333333333333,4,0.08166666666666667,4,0.13854166666666667,4,0.16666666666666666,0.2,0.375,False,0.3416666666666667,3,False,0.07083333333333333,4,False,0.08166666666666667,4,False
S1,16,0,True,True,NORMAL_FAILURE,False,7,1,6,5,7,0.7,1,0.5,0.0,0.35,2,0.07777777777777777,3,0.05833333333333333,4,0.14583333333333331,3,0.2222222222222222,0.16666666666666666,0.41666666666666663,True,0.35,2,True,0.07777777777777777,3,False,0.05833333333333333,4,False
S1,16,1,True,False,NOT_SELECTED,False,4,3,1,1,4,0.1875,0,1.0,1.0,0.2375,4,0.175,1,0.14375,1,0.190625,1,0.6666666666666666,0.5,0.75,False,0.2375,4,False,0.175,1,True,0.14375,1,True
S1,16,2,True,False,NOT_SELECTED,False,7,0,7,7,,0.23750000000000002,0,1.0,0.25,0.25,3,0.03888888888888889,5,0.0421875,5,0.09166666666666666,5,0.1111111111111111,0.125,0.3333333333333333,False,0.25,3,False,0.03888888888888889,5,False,0.0421875,5,False
S1,16,3,True,False,NOT_SELECTED,False,8,2,6,1,14,0.42,1,0.5,0.0,0.21,5,0.063,4,0.105,2,0.09974999999999999,4,0.3,0.5,0.475,False,0.21,5,False,0.063,4,False,0.105,2,True
S1,16,4,True,True,NORMAL_FAILURE,False,4,0,4,4,,0.325,0,1.0,0.5,0.35000000000000003,1,0.07916666666666666,2,0.09,3,0.146875,2,0.16666666666666666,0.2,0.375,True,0.35000000000000003,1,True,0.07916666666666666,2,True,0.09,3,False
S1,17,0,True,False,NOT_SELECTED,False,8,1,7,6,7,0.7,2,0.3333333333333333,0.0,0.2333333333333333,3,0.04666666666666666,3,0.033333333333333326,4,0.09333333333333332,4,0.2,0.14285714285714285,0.4,False,0.2333333333333333,3,False,0.04666666666666666,3,False,0.033333333333333326,4,False
S1,17,1,True,True,NORMAL_FAILURE,False,4,3,1,1,4,0.1875,0,1.0,1.0,0.2375,2,0.175,1,0.14375,1,0.190625,1,0.6666666666666666,0.5,0.75,True,0.2375,2,True,0.175,1,True,0.14375,1,True
S1,17,2,True,True,NORMAL_FAILURE,False,7,0,7,7,,0.23750000000000002,0,1.0,0.4,0.2575,1,0.046388888888888896,4,0.04968750000000001,3,0.09916666666666667,3,0.1111111111111111,0.125,0.3333333333333333,True,0.2575,1,True,0.046388888888888896,4,False,0.04968750000000001,3,False
S1,17,3,True,False,NOT_SELECTED,False,8,2,6,1,14,0.42,1,0.5,0.2,0.22,4,0.07300000000000001,2,0.11499999999999999,2,0.10974999999999999,2,0.3,0.5,0.475,False,0.215,4,False,0.068,2,True,0.11,2,True
S1,17,4,True,False,NOT_SELECTED,False,5,0,5,5,,0.325,1,0.5,0.0,0.1625,5,0.023214285714285715,5,0.027083333333333334,5,0.05803571428571429,5,0.14285714285714285,0.16666666666666666,0.35714285714285715,False,0.1625,5,False,0.023214285714285715,5,False,0.027083333333333334,5,False
S1,18,0,True,True,NORMAL_FAILURE,False,8,1,7,6,7,0.7,2,0.3333333333333333,0.5,0.2583333333333333,2,0.07166666666666666,2,0.05833333333333333,2,0.11833333333333332,2,0.2,0.14285714285714285,0.4,True,0.24166666666666664,1,True,0.05499999999999999,2,True,0.041666666666666664,2,True
S1,18,1,True,False,NOT_SELECTED,False,5,3,2,2,4,0.1875,1,0.5,0.0,0.09375,5,0.05357142857142857,3,0.03125,4,0.06361607142857142,4,0.5714285714285714,0.3333333333333333,0.6785714285714286,False,0.09375,5,False,0.05357142857142857,3,False,0.03125,4,False
S1,18,2,True,False,NOT_SELECTED,False,8,0,8,8,,0.23750000000000002,1,0.5,0.0,0.11875000000000001,4,0.011875000000000002,5,0.013194444444444444,5,0.03859375,5,0.1,0.1111111111111111,0.325,False,0.11875000000000001,4,False,0.011875000000000002,5,False,0.013194444444444444,5,False
S1,18,3,True,True,NORMAL_FAILURE,False,8,2,6,1,14,0.42,1,0.5,1.0,0.26,1,0.113,1,0.155,1,0.14975,1,0.3,0.5,0.475,True,0.235,2,True,0.088,1,True,0.13,1,True
S1,18,4,True,False,NOT_SELECTED,False,5,0,5,5,,0.325,1,0.5,0.5,0.1875,3,0.048214285714285716,4,0.052083333333333336,3,0.0830357142857143,3,0.14285714285714285,0.16666666666666666,0.35714285714285715,False,0.17500000000000002,3,False,0.03571428571428571,4,False,0.03958333333333333,3,False
S1,19,0,True,True,NORMAL_FAILURE,False,9,1,8,7,7,0.7,3,0.25,0.0,0.175,2,0.031818181818181815,5,0.021875,5,0.06761363636363636,3,0.18181818181818182,0.125,0.38636363636363635,True,0.175,2,True,0.031818181818181815,4,False,0.021875,5,False
S1,19,1,True,False,NOT_SELECTED,False,5,3,2,2,4,0.1875,1,0.5,0.5,0.11875,5,0.07857142857142857,1,0.05625,2,0.08861607142857142,2,0.5714285714285714,0.3333333333333333,0.6785714285714286,False,0.10625,5,False,0.06607142857142857,1,True,0.04375,3,False
S1,19,2,True,False,NOT_SELECTED,False,8,0,8,8,,0.23750000000000002,1,0.5,0.5,0.14375000000000002,3,0.036875000000000005,4,0.03819444444444445,4,0.06359375,5,0.1,0.1111111111111111,0.325,False,0.13125,4,False,0.024375,5,False,0.025694444444444443,4,False
S1,19,3,True,False,NOT_SELECTED,False,9,2,7,2,14,0.42,2,0.3333333333333333,0.0,0.13999999999999999,4,0.03818181818181818,3,0.04666666666666666,3,0.06363636363636363,4,0.2727272727272727,0.3333333333333333,0.45454545454545453,False,0.13999999999999999,3,False,0.03818181818181818,3,False,0.04666666666666666,2,True
S1,19,4,True,True,NORMAL_FAILURE,False,5,0,5,5,,0.325,1,0.5,1.0,0.21250000000000002,1,0.07321428571428572,2,0.07708333333333334,1,0.10803571428571429,1,0.14285714285714285,0.16666666666666666,0.35714285714285715,True,0.1875,1,True,0.048214285714285716,2,True,0.052083333333333336,1,True
