evidence_type,seed,update_index,member_id,direct_count,near_margin_count,coverage_count,direct_score,near_margin_score,coverage_score,primary_lane,primary_score,runner_up_lane,runner_up_score,failure_count,realizability,target_score,selected_historical,selected_counterfactual,commit_success_historical,failure_count_after_historical,realizability_after_historical
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,76,16,3,0,5,0,0,10,0,near_margin,10,direct_flip,0,0,1.0,10.0,False,True,False,0,1.0
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,76,16,4,4,0,0,16,0,0,direct_flip,16,near_margin,0,8,0.1111111111111111,1.7777777777777777,True,False,False,9,0.1
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,0,0,0,0,11,0,0,11,coverage,11,direct_flip,0,0,1.0,11.0,False,False,False,0,1.0
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,0,1,0,0,10,0,0,10,coverage,10,direct_flip,0,0,1.0,10.0,False,False,False,0,1.0
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,0,2,0,0,10,0,0,10,coverage,10,direct_flip,0,0,1.0,10.0,True,False,False,1,0.5
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,0,3,0,0,11,0,0,11,coverage,11,direct_flip,0,0,1.0,11.0,True,True,True,0,1.0
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,0,4,0,0,11,0,0,11,coverage,11,direct_flip,0,0,1.0,11.0,False,True,False,0,1.0
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,1,0,0,0,0,0,0,0,fallback,0,near_margin,0,0,1.0,0.0,False,False,False,0,1.0
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,1,1,0,0,0,0,0,0,fallback,0,near_margin,0,0,1.0,0.0,False,False,False,0,1.0
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,1,2,0,0,0,0,0,0,fallback,0,near_margin,0,1,0.5,0.0,False,False,False,1,0.5
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,1,3,0,0,26,0,0,26,coverage,26,direct_flip,0,0,1.0,26.0,True,True,False,1,0.5
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,1,4,0,0,0,0,0,0,fallback,0,near_margin,0,0,1.0,0.0,True,True,False,1,0.5
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,2,0,0,0,0,0,0,0,fallback,0,near_margin,0,0,1.0,0.0,False,False,False,0,1.0
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,2,1,0,0,0,0,0,0,fallback,0,near_margin,0,0,1.0,0.0,True,True,True,0,1.0
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,2,2,0,0,0,0,0,0,fallback,0,near_margin,0,1,0.5,0.0,False,False,False,1,0.5
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,2,3,0,0,26,0,0,26,coverage,26,direct_flip,0,1,0.5,13.0,True,True,False,2,0.3333333333333333
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,2,4,0,0,0,0,0,0,fallback,0,near_margin,0,1,0.5,0.0,False,False,False,1,0.5
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,3,0,3,0,0,12,0,0,direct_flip,12,near_margin,0,0,1.0,12.0,True,True,True,0,1.0
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,3,1,0,0,0,0,0,0,fallback,0,near_margin,0,0,1.0,0.0,False,False,False,0,1.0
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,3,2,4,0,0,16,0,0,direct_flip,16,near_margin,0,1,0.5,8.0,False,True,False,1,0.5
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,3,3,0,0,17,0,0,17,coverage,17,direct_flip,0,2,0.3333333333333333,5.666666666666666,False,False,False,2,0.3333333333333333
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,3,4,3,0,0,12,0,0,direct_flip,12,near_margin,0,1,0.5,6.0,True,False,False,2,0.3333333333333333
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,4,0,3,0,0,12,0,0,direct_flip,12,near_margin,0,0,1.0,12.0,True,True,False,1,0.5
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,4,1,0,1,0,0,2,0,near_margin,2,direct_flip,0,0,1.0,2.0,False,False,False,0,1.0
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,4,2,8,0,0,32,0,0,direct_flip,32,near_margin,0,1,0.5,16.0,True,True,False,2,0.3333333333333333
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,4,3,0,0,14,0,0,14,coverage,14,direct_flip,0,2,0.3333333333333333,4.666666666666666,False,False,False,2,0.3333333333333333
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,4,4,8,0,0,32,0,0,direct_flip,32,near_margin,0,2,0.3333333333333333,10.666666666666666,False,False,False,2,0.3333333333333333
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,5,0,3,0,0,12,0,0,direct_flip,12,near_margin,0,1,0.5,6.0,True,False,False,2,0.3333333333333333
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,5,1,0,1,0,0,2,0,near_margin,2,direct_flip,0,0,1.0,2.0,False,False,False,0,1.0
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,5,2,8,0,0,32,0,0,direct_flip,32,near_margin,0,2,0.3333333333333333,10.666666666666666,True,True,True,0,1.0
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,5,3,0,0,14,0,0,14,coverage,14,direct_flip,0,2,0.3333333333333333,4.666666666666666,False,False,False,2,0.3333333333333333
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,5,4,8,0,0,32,0,0,direct_flip,32,near_margin,0,2,0.3333333333333333,10.666666666666666,False,True,False,2,0.3333333333333333
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,6,0,4,0,0,16,0,0,direct_flip,16,near_margin,0,2,0.3333333333333333,5.333333333333333,True,False,False,3,0.25
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,6,1,0,0,0,0,0,0,fallback,0,near_margin,0,0,1.0,0.0,False,False,False,0,1.0
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,6,2,9,0,0,36,0,0,direct_flip,36,near_margin,0,0,1.0,36.0,False,True,False,0,1.0
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,6,3,0,0,11,0,0,11,coverage,11,direct_flip,0,2,0.3333333333333333,3.6666666666666665,False,False,False,2,0.3333333333333333
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,6,4,8,0,0,32,0,0,direct_flip,32,near_margin,0,2,0.3333333333333333,10.666666666666666,True,True,False,3,0.25
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,7,0,4,0,0,16,0,0,direct_flip,16,near_margin,0,3,0.25,4.0,True,False,False,4,0.2
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,7,1,0,0,0,0,0,0,fallback,0,near_margin,0,0,1.0,0.0,False,False,False,0,1.0
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,7,2,9,0,0,36,0,0,direct_flip,36,near_margin,0,0,1.0,36.0,True,True,False,1,0.5
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,7,3,0,0,11,0,0,11,coverage,11,direct_flip,0,2,0.3333333333333333,3.6666666666666665,False,False,False,2,0.3333333333333333
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,7,4,8,0,0,32,0,0,direct_flip,32,near_margin,0,3,0.25,8.0,False,True,False,3,0.25
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,8,0,4,0,0,16,0,0,direct_flip,16,near_margin,0,4,0.2,3.2,True,False,False,5,0.16666666666666666
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,8,1,0,0,0,0,0,0,fallback,0,near_margin,0,0,1.0,0.0,False,False,False,0,1.0
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,8,2,9,0,0,36,0,0,direct_flip,36,near_margin,0,1,0.5,18.0,True,True,False,2,0.3333333333333333
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,8,3,0,0,11,0,0,11,coverage,11,direct_flip,0,2,0.3333333333333333,3.6666666666666665,False,False,False,2,0.3333333333333333
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,8,4,8,0,0,32,0,0,direct_flip,32,near_margin,0,3,0.25,8.0,False,True,False,3,0.25
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,9,0,4,0,0,16,0,0,direct_flip,16,near_margin,0,5,0.16666666666666666,2.6666666666666665,True,False,False,6,0.14285714285714285
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,9,1,0,0,0,0,0,0,fallback,0,near_margin,0,0,1.0,0.0,False,False,False,0,1.0
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,9,2,9,0,0,36,0,0,direct_flip,36,near_margin,0,2,0.3333333333333333,12.0,False,True,False,2,0.3333333333333333
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,9,3,0,0,11,0,0,11,coverage,11,direct_flip,0,2,0.3333333333333333,3.6666666666666665,False,False,False,2,0.3333333333333333
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,9,4,8,0,0,32,0,0,direct_flip,32,near_margin,0,3,0.25,8.0,True,True,True,0,1.0
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,10,0,4,0,0,16,0,0,direct_flip,16,near_margin,0,6,0.14285714285714285,2.2857142857142856,True,False,False,7,0.125
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,10,1,0,3,0,0,6,0,near_margin,6,direct_flip,0,0,1.0,6.0,False,True,False,0,1.0
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,10,2,3,0,0,12,0,0,direct_flip,12,near_margin,0,2,0.3333333333333333,4.0,True,False,False,3,0.25
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,10,3,0,0,11,0,0,11,coverage,11,direct_flip,0,2,0.3333333333333333,3.6666666666666665,False,False,False,2,0.3333333333333333
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,10,4,5,0,0,20,0,0,direct_flip,20,near_margin,0,0,1.0,20.0,False,True,False,0,1.0
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,11,0,4,0,0,16,0,0,direct_flip,16,near_margin,0,7,0.125,2.0,True,False,False,8,0.1111111111111111
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,11,1,0,3,0,0,6,0,near_margin,6,direct_flip,0,0,1.0,6.0,False,True,False,0,1.0
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,11,2,3,0,0,12,0,0,direct_flip,12,near_margin,0,3,0.25,3.0,True,False,False,4,0.2
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,11,3,0,0,11,0,0,11,coverage,11,direct_flip,0,2,0.3333333333333333,3.6666666666666665,False,False,False,2,0.3333333333333333
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,11,4,5,0,0,20,0,0,direct_flip,20,near_margin,0,0,1.0,20.0,False,True,False,0,1.0
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,12,0,4,0,0,16,0,0,direct_flip,16,near_margin,0,8,0.1111111111111111,1.7777777777777777,True,False,False,9,0.1
RETROSPECTIVE_COUNTERFACTUAL_TARGET_ALLOCATION,77,12,1,0,3,0,0,6,0,near_margin,6,direct_flip,0,0,1.0,6.0,False,True,False,0,1.0
